;Bone,ボーン名,ボーン名(英),変形階層,物理後(0/1),位置_x,位置_y,位置_z,回転(0/1),移動(0/1),IK(0/1),表示(0/1),操作(0/1),親ボーン名,表示先(0:オフセット/1:ボーン),表示先ボーン名,オフセット_x,オフセット_y,オフセット_z,ローカル付与(0/1),回転付与(0/1),移動付与(0/1),付与率,付与親名,軸制限(0/1),制限軸_x,制限軸_y,制限軸_z,ローカル軸(0/1),ローカルX軸_x,ローカルX軸_y,ローカルX軸_z,ローカルZ軸_x,ローカルZ軸_y,ローカルZ軸_z,外部親(0/1),外部親Key,IKTarget名,IKLoop,IK単位角[deg]
;IKLink,親ボーン名,Linkボーン名,角度制限(0/1),XL[deg],XH[deg],YL[deg],YH[deg],ZL[deg],ZH[deg]
IKLink,"右つま先ＩＫ","右足首",0,0,0,0,0,0,0
Bone,"下半身先","下半身先",0,0,0,11.36059,-0.246477,1,0,0,0,1,"下半身",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"頭先","頭先",0,0,0,19,-2.980232E-08,1,0,0,0,1,"頭",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左目先","左目先",2,0,0.62,17.8,-0.897196,1,0,0,0,1,"左目",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右目先","右目先",2,0,-0.62,17.8,-0.897196,1,0,0,0,1,"右目",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"腰飾り先","腰飾り先",0,0,2.834734,9.909309,0.318291,1,0,0,0,1,"腰飾り",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左袖先","左袖先",0,0,6.642361,13.16586,0.204578,1,0,0,0,1,"左袖",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左手先","左手先",0,0,6.134299,12.53694,0.316077,1,0,0,0,1,"左手首",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左親指先","左親指先",0,0,6.193155,12.18612,-0.48847,1,0,0,0,1,"左親指２",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左人差指先","左人差指先",0,0,7.024626,11.95632,0.04524597,1,0,0,0,1,"左人指３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左中指先","左中指先",0,0,7.138155,11.92068,0.219824,1,0,0,0,1,"左中指３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左薬指先","左薬指先",0,0,7.006493,11.96789,0.397899,1,0,0,0,1,"左薬指３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左小指先","左小指先",0,0,6.748956,12.03905,0.553775,1,0,0,0,1,"左小指３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左スカート前先","左スカート前先",0,0,1.588908,10.15317,-1.16853,1,0,0,0,1,"左ｽｶｰﾄ前",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左スカート後先","左スカート後先",0,0,1.257566,10.40085,1.445828,1,0,0,0,1,"左ｽｶｰﾄ後",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右袖先","右袖先",0,0,-6.642363,13.16586,0.204578,1,0,0,0,1,"右袖",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右手先","右手先",0,0,-6.134301,12.53694,0.316077,1,0,0,0,1,"右手首",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右親指先","右親指先",0,0,-6.193157,12.18612,-0.48847,1,0,0,0,1,"右親指２",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右人差指先","右人差指先",0,0,-7.024628,11.95632,0.04524597,1,0,0,0,1,"右人指３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右中指先","右中指先",0,0,-7.138156,11.92068,0.219824,1,0,0,0,1,"右中指３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右薬指先","右薬指先",0,0,-7.006495,11.96789,0.397899,1,0,0,0,1,"右薬指３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右小指先","右小指先",0,0,-6.748958,12.03905,0.553775,1,0,0,0,1,"右小指３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右スカート前先","右スカート前先",0,0,-1.588908,10.15317,-1.16853,1,0,0,0,1,"右ｽｶｰﾄ前",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右スカート後先","右スカート後先",0,0,-1.257566,10.40085,1.445828,1,0,0,0,1,"右ｽｶｰﾄ後",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"センター先","センター先",0,0,0,0,0,1,0,0,0,1,"センター",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"両目先","両目先",0,0,0,21,-1.5,1,0,0,0,1,"両目",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"ﾈｸﾀｲＩＫ先","ﾈｸﾀｲＩＫ先",1,0,0,10.97783,-3,1,0,0,0,1,"ﾈｸﾀｲＩＫ",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左髪ＩＫ先","左髪ＩＫ先",1,0,1.908212,2.135073,1.8,1,0,0,0,1,"左髪ＩＫ",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右髪ＩＫ先","右髪ＩＫ先",1,0,-1.908212,2.135073,1.8,1,0,0,0,1,"右髪ＩＫ",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左足ＩＫ先","左足ＩＫ先",1,0,0.875424,1.34,1.5,1,0,0,0,1,"左足ＩＫ",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右足ＩＫ先","右足ＩＫ先",1,0,-0.875424,1.34,1.5,1,0,0,0,1,"右足ＩＫ",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左つま先ＩＫ先","左つま先ＩＫ先",1,0,0.928699,-1,-2.463567,1,0,0,0,1,"左つま先ＩＫ",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右つま先ＩＫ先","右つま先ＩＫ先",1,0,-0.928699,-1,-2.463567,1,0,0,0,1,"右つま先ＩＫ",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"前髪１先","前髪１先",0,0,-1.476684,17.19756,-0.637868,1,0,0,0,1,"前髪１",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"前髪２先","前髪２先",0,0,0.217954,17.74191,-1.391137,1,0,0,0,1,"前髪２",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"前髪３先","前髪３先",0,0,1.285939,17.28316,-0.403221,1,0,0,0,1,"前髪３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左目光先","左目光先",2,0,0.504218,17.84968,-0.976143,1,0,0,0,1,"左目光",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右目光先","右目光先",2,0,-0.769451,17.84464,-0.800164,1,0,0,0,1,"右目光",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左腕捩先","左腕捩先",0,0,3.705709,14.67562,0.304996,1,0,0,0,1,"左腕捩",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左手捩先","左手捩先",0,0,5.384645,13.25266,0.272019,1,0,0,0,1,"左手捩",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右腕捩先","右腕捩先",0,0,-3.705709,14.67562,0.304996,1,0,0,0,1,"右腕捩",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右手捩先","右手捩先",0,0,-5.384646,13.25266,0.272019,1,0,0,0,1,"右手捩",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左腕捩1","左腕捩1",0,0,1.959567,15.89561,0.304996,1,0,0,0,1,"左腕",1,"左腕捩",0,0,0,0,1,0,0.25,"左腕捩",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左腕捩2","左腕捩2",0,0,1.959567,15.89561,0.304996,1,0,0,0,1,"左腕",1,"左腕捩",0,0,0,0,1,0,0.5,"左腕捩",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左腕捩3","左腕捩3",0,0,1.959567,15.89561,0.304996,1,0,0,0,1,"左腕",1,"左腕捩",0,0,0,0,1,0,0.75,"左腕捩",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右腕捩1","右腕捩1",0,0,-1.959567,15.89561,0.304996,1,0,0,0,1,"右腕",1,"右腕捩",0,0,0,0,1,0,0.25,"右腕捩",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右腕捩2","右腕捩2",0,0,-1.959567,15.89561,0.304996,1,0,0,0,1,"右腕",1,"右腕捩",0,0,0,0,1,0,0.5,"右腕捩",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右腕捩3","右腕捩3",0,0,-1.959567,15.89561,0.304996,1,0,0,0,1,"右腕",1,"右腕捩",0,0,0,0,1,0,0.75,"右腕捩",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右足D","leg_RD",1,0,-0.796811,10.75273,-0.07274297,1,0,0,1,1,"腰キャンセル右",1,"",0,0,0,0,1,0,1,"右足",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右ひざD","knee_RD",1,0,-1.646525,6.00088,-0.05348097,1,0,0,1,1,"右足D",1,"",0,0,0,0,1,0,1,"右ひざ",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右足首D","ankle_RD",1,0,-2.766512,1.54806,2.980232E-08,1,0,0,1,1,"右ひざD",1,"",0,0,0,0,1,0,1,"右足首",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右足先EX","toe2_R",1,0,-3.285388,0.8199984,-1.642378,1,0,0,1,1,"右足首D",0,"",0,0,-1,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左足D","leg_LD",1,0,0.796811,10.75273,-0.07274297,1,0,0,1,1,"腰キャンセル左",1,"",0,0,0,0,1,0,1,"左足",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左ひざD","knee_LD",1,0,1.646525,6.00088,-0.05348097,1,0,0,1,1,"左足D",1,"",0,0,0,0,1,0,1,"左ひざ",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左足首D","ankle_LD",1,0,2.766512,1.54806,2.980232E-08,1,0,0,1,1,"左ひざD",1,"",0,0,0,0,1,0,1,"左足首",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左足先EX","toe2_L",1,0,3.285388,0.8199983,-1.642378,1,0,0,1,1,"左足首D",0,"",0,0,-1,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
